URI,Album,Song Name,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
3rWDp9tBPQR9z6U5YyRSK4,Midnights,Midnight Rain,1,6,85,False,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783,4
79uDOz0zuuWS7HWxzMmTa2,Speak Now,Back To December,1,3,85,False,0.4970000000000001,0.635,2,-3.927,1,0.0273,0.00621,0.0,0.117,0.203,142.063,294190,4
5jQI2r1RdgtuT8S3iG8zFC,Midnights,Lavender Haze,1,1,85,True,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
77sMIMlNaSURUAXq5coCxE,Fearless,Fearless,1,1,85,False,0.569,0.741,5,-4.963,1,0.0282,0.0122,0.0,0.333,0.43,100.118,241592,4
6RRNNciQGZEXnqk8SQ9yv5,Lover,You Need To Calm Down,1,14,84,False,0.7709999999999999,0.6709999999999999,2,-5.617000000000001,1,0.0553,0.00929,0.0,0.0637,0.7140000000000001,85.02600000000002,171360,4
214nt20w5wOxJnY462klLw,Lover,Miss Americana & The Heartbreak Prince,1,7,84,False,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,4
1fzAuUVbzlhZ1lJAx9PtY6,Lover,Daylight,1,18,84,False,0.557,0.496,0,-9.602,1,0.0563,0.8079999999999999,0.000173,0.0772,0.265,149.983,293453,4
1ZY1PqizIl78geGM4xWlEA,Reputation,Gorgeous,1,8,84,False,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
3qoftcUZaUOncvIYjFSPdE,Midnights,Bejeweled,1,9,84,False,0.696,0.5589999999999999,7,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.99900000000005,194166,4
7G0gBu6nLdhFDPRLc0HdDG,Speak Now,Mine,1,1,84,False,0.6459999999999999,0.7829999999999999,7,-2.846,1,0.0356,0.00444,1.38e-06,0.171,0.49,121.08,231707,4
4pvb0WLRcMtbPGmtejJJ6y,folklore,exile (Ft. Bon Iver),1,4,83,False,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4
22bPsP2jCgbLUvh82U0Z3M,Fearless,The Way I Loved You,1,10,83,False,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4
3xYJScVfxByb61dYHTwiby,Midnights,Hits Different,1,21,83,True,0.672,0.782,5,-6.499,1,0.0421,0.14800000000000002,4.73e-06,0.29600000000000004,0.239,106.026,234467,4
3zwMVvkBe2qIKDObWgXw4N,evermore,right where you left me,1,16,83,False,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4
0Jlcvv8IykzHaSmj49uNW8,folklore,the 1,1,1,82,True,0.777,0.35700000000000004,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.88299999999998,210252,4
6oVxXO5oQ4pTpO8RSnkzvv,Reputation,Dress,1,12,82,False,0.7190000000000001,0.469,0,-8.792,1,0.0533,0.0329,0.0,0.16899999999999998,0.0851,120.085,230373,4
6YvqWjhGD8mB5QXcbcUKtx,Fearless,Love Story,1,3,82,False,0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,235767,4
4hqJ4bSlYJOXb6Z4SRmzxs,Speak Now,Long Live,1,14,82,False,0.375,0.65,0,-4.0310000000000015,1,0.0402,0.0122,0.0,0.189,0.0752,203.89,317960,4
3eX0NZfLtGzoLUxPNvRfqm,Midnights,Maroon,1,2,82,True,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271,4
0NwGC0v03ysCYINtg6ns58,Speak Now,Better Than Revenge,1,10,82,False,0.496,0.885,11,-2.969,0,0.0803,0.000886,0.0,0.191,0.665,145.863,220307,4
3pHkh7d0lzM2AldUtz2x37,Lover,The Archer,1,5,82,False,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4
1GwMQaZz6Au3QLDbjbMdme,Reputation,Call It What You Want,1,14,82,False,0.598,0.504,9,-9.874,1,0.0731,0.18600000000000005,0.000221,0.34,0.252,163.954,203507,4
4svZDCRz4cJoneBpjpx8DJ,Reputation,I Did Something Bad,1,3,82,False,0.696,0.602,0,-6.1560000000000015,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.98899999999998,238253,4
1SymEzIT3H8UZfibCs3TYi,Lover,Afterglow,1,15,82,False,0.7559999999999999,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,223293,4
2Rk4JlNc2TPmZe2af99d45,Lover,ME! (Ft. Brendon Urie of Panic! At The Disco),1,16,81,False,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4
5YqltLsjdqFtvqE7Nrysvs,Red,We Are Never Ever Getting Back Together,1,8,81,False,0.5670000000000001,0.6859999999999999,7,-6.1389999999999985,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147,4
4OAuvHryIVv4kMDNSLuPt6,Red,Red,1,2,81,False,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,223093,4
1LLXZFeAHK9R4xUramtUKw,Lover,London Boy,1,11,81,False,0.695,0.71,1,-6.6389999999999985,1,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,4
3MytWN8L7shNYzGl4tAKRp,Speak Now,Sparks Fly,1,2,81,False,0.588,0.758,5,-2.347,1,0.0305,0.0251,0.0,0.131,0.387,114.991,261231,4
12M5uqx0ZuwkpLp5rJim1a,Lover,Cornelia Street,1,9,81,False,0.8240000000000001,0.624,0,-9.728,1,0.0827,0.7809999999999999,0.000189,0.1,0.248,102.012,287267,4
2x0WlnmfG39ZuDmstl9xfX,Reputation,End Game (Ft. Ed Sheeran & Future),1,2,81,False,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.07299999999995,244827,4
1MgV7FIyNxIG7WzMRJV5HC,folklore,my tears ricochet,1,5,81,False,0.456,0.263,0,-10.63,1,0.0332,0.8059999999999999,0.0,0.0749,0.111,129.86,255894,4
1xwAWUI6Dj0WGC3KiUPN0O,Midnights,Vigilante Shit,1,8,81,True,0.7979999999999999,0.277,4,-11.095999999999998,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,164801,4
0ZNU020wNYvgW84iljPkPP,folklore,mirrorball,1,6,81,False,0.5529999999999999,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,208978,4
3yII7UwgLF6K5zW3xad3MP,Red,22,1,6,80,False,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,230960,4
2dgFqt3w9xIQRjhPtwNk3D,Lover,Death By A Thousand Cuts,1,10,80,False,0.7120000000000001,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,198533,4
1zU8j1x3yi9xalMF96pzKp,Speak Now,Dear John,1,5,80,False,0.419,0.47,4,-5.016,1,0.0296,0.0236,0.0,0.163,0.133,119.294,405907,3
7HuBDWi18s4aJM8UFnNheH,Reputation,King Of My Heart,1,10,80,False,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,214320,4
30Y4CV7A6YqtQtTTo7Ue4j,Speak Now,Mean,1,6,80,False,0.524,0.6920000000000001,4,-3.866,1,0.0369,0.311,0.0,0.192,0.621,163.87400000000005,238693,4
5xXqyjLicvEpch72qEryFT,Speak Now,Speak Now,1,4,80,False,0.727,0.677,7,-2.8710000000000004,1,0.0325,0.248,0.0,0.14300000000000002,0.639,118.995,242473,4
6AtZLIzUINvExIUy4QhdjP,Red,I Knew You Were Trouble,1,4,80,False,0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.00799999999995,219760,4
2NmsngXHeC1GQ9wWrzhOMf,folklore,illicit affairs,1,10,80,False,0.5589999999999999,0.31,10,-10.445,1,0.0338,0.8809999999999999,0.0,0.106,0.46,119.845,190898,4
7kt9e9LFSpN1zQtYEl19o1,folklore,this is me trying,1,9,80,False,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4
6dTA6y0C2ReQklntzZl8l3,Speak Now,The Story Of Us,1,7,79,False,0.515,0.7809999999999999,4,-2.608,1,0.0535,0.00192,0.0,0.054000000000000006,0.57,139.846,267653,4
3UMrglJeju5yWyYIW6o99b,Midnights,The Great War,1,14,79,False,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.5539999999999999,96.016,240356,4
1wtOxkiel43cVs0Yux5Q4h,Midnights,Snow On The Beach (Ft. Lana Del Rey),1,4,79,True,0.6629999999999999,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,256124,4
4ABYxlb92WBIjHu7TIKmml,Speak Now,Castles Crumbling (Ft. Hayley Williams),1,20,79,False,0.5760000000000001,0.57,7,-7.925,1,0.0434,0.362,0.0,0.0668,0.378,147.803,306062,4
5hQSXkFgbxjZo9uCwd11so,Lover,False God,1,13,79,False,0.7390000000000001,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.35100000000000003,79.97,200307,4
4e3ZNTAV6PCrdYMUrUlMpQ,Speak Now,Electric Touch (Ft. Fall Out Boy),1,17,79,False,0.547,0.855,7,-4.7,1,0.0597,0.0164,0.0,0.14400000000000002,0.282,131.07299999999998,266467,4
4s8BIKx4Zh6ryAEz8RTlaU,Speak Now,Foolish One,1,21,79,False,0.6709999999999999,0.588,7,-4.675,1,0.0299,0.617,0.0,0.111,0.5429999999999999,96.965,311765,4
6VsvKPJ4xjVNKpI8VVZ3SV,folklore,invisible string,1,11,79,False,0.653,0.452,4,-11.143,0,0.055,0.838,7.730000000000001e-05,0.108,0.45,83.43299999999998,252881,4
7FmYn9e7KHMXcxqGSj9LjH,Midnights,Mastermind,1,13,79,False,0.662,0.35700000000000004,4,-14.064,1,0.154,0.5529999999999999,0.00129,0.0837,0.124,125.966,191039,4
0zo975x58DlXbZllWvfYhg,Speak Now,When Emma Falls in Love,1,18,79,False,0.474,0.763,2,-4.632,1,0.0505,0.159,0.0,0.138,0.231,78.133,252386,4
5kI4eCXXzyuIUXjQra0Cxi,folklore,betty,1,14,79,True,0.593,0.377,0,-8.761000000000001,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521,4
2YWtcWi3a83pdEg3Gif4Pd,Lover,I Think He Knows,1,6,79,False,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387,4
4tMzIAFTFdqGBQLdfbPces,Speak Now,Haunted,1,12,78,False,0.4270000000000001,0.915,5,-1.909,1,0.0619,0.006670000000000001,0.0,0.221,0.355,162.201,245413,4
6KJqZcs9XDgVck7Lg9QOTC,folklore,seven,1,7,78,False,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,208907,4
07NxDD1iKCHbAldceD7QLP,Reputation,This Is Why We Can't Have Nice Things,1,13,78,False,0.5670000000000001,0.789,5,-5.9860000000000015,1,0.115,0.0156,0.0,0.382,0.438,163.96,207133,4
1HCdems7PQZRj42QDWLA0A,Speak Now,Timeless,1,22,78,False,0.624,0.585,3,-5.847,1,0.0328,0.3,0.0,0.0916,0.65,142.88299999999995,321397,4
2CYVETnhM9aytqrazYYwrK,Fearless,Mr. Perfectly Fine,1,22,78,False,0.66,0.8170000000000001,11,-6.269,0,0.0521,0.162,0.0,0.0667,0.7140000000000001,135.942,277592,4
2Eeur20xVqfUoM3Q7EFPFt,folklore,the last great american dynasty,1,3,78,True,0.6859999999999999,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4
59KOoHFcw5XfICnO57holu,Speak Now,Last Kiss,1,13,78,False,0.55,0.366,10,-8.46,1,0.0276,0.447,4.43e-06,0.101,0.16,79.40100000000002,369120,3
7I7JbDv63ZJJsSi24DyJrz,Reputation,Dancing With Our Hands Tied,1,11,78,False,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,211507,4
01K4zKU104LyJ8gMb7227B,Red,Nothing New (Ft. Phoebe Bridgers),1,23,78,False,0.606,0.377,0,-9.455,1,0.0275,0.8170000000000001,0.0,0.154,0.446,101.96,258813,4
43rA71bccXFGD4C8GOpIlN,Lover,I Forgot That You Existed,1,1,77,False,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4
0wavGRldH0AWyu2zvTz8zb,Midnights,Sweet Nothing,1,12,77,False,0.337,0.156,0,-14.919,1,0.0518,0.964,7.72e-05,0.115,0.39,176.655,188497,4
6pYNq0ZwpPVazKzsqpf0G8,Red,The Very First Night,1,29,77,False,0.6779999999999999,0.733,7,-5.025,1,0.0281,0.00115,0.0,0.104,0.581,121.009,200280,4
7F5oktn5YOsR9eR5YsFtqb,Reputation,New Year's Day,1,15,77,False,0.6609999999999999,0.151,0,-12.864,1,0.0354,0.921,0.0,0.13,0.23,94.922,235467,4
15DeqWWQB4dcEWzJg15VrN,Taylor Swift,Our Song,1,11,77,False,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.01100000000002,201107,4
4CkgMiMqZ5JzW9iYXSTMTL,Red,I Bet You Think About Me (Ft. Chris Stapleton),1,26,77,True,0.391,0.715,0,-4.516,1,0.0495,0.16699999999999998,0.0,0.183,0.473,149.654,285107,3
0aV5uARAknQgYhBaK944FP,Midnights,"Would've, Could've, Should've",1,19,76,False,0.483,0.84,7,-6.507999999999999,1,0.119,0.43,0.000575,0.146,0.55,157.97899999999996,260362,4
0heeNYlwOGuUSe7TgUD27B,Midnights,Question...?,1,7,76,True,0.7509999999999999,0.502,7,-8.763,1,0.16699999999999998,0.2,0.0,0.29600000000000004,0.106,108.943,210557,4
7qEUFOVcxRI19tbT68JcYK,Red,Everything Has Changed (Ft. Ed Sheeran),1,14,76,False,0.498,0.61,6,-5.098,1,0.0363,0.271,0.0,0.223,0.474,79.918,245427,4
6rZVy6FIG7lSJQMFXHo12z,1989,New Romantics,1,16,76,False,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467,4
5PxFv9yJEg9dxvbZggykro,Reputation,So It Goes...,1,7,76,False,0.574,0.61,2,-7.282999999999999,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907,4
0A1JLUlkZkp2EFrosoNQi0,Midnights,Labyrinth,1,10,76,False,0.406,0.306,0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,247962,4
3yNJkriPzWjkkDAWHIAVUq,Speak Now,Ours,1,15,75,False,0.535,0.488,0,-8.261000000000001,1,0.0278,0.449,0.0,0.111,0.348,159.813,235803,4
1gcyHQpBQ1lfXGdhZmWrHP,evermore,champagne problems,1,2,75,True,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.31900000000005,244000,4
3z6XUommYDWPHeFhmhhT6j,Red,Message In A Bottle,1,25,75,False,0.622,0.7909999999999999,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,225960,4
2EFZ9emtKWEglWUQGEQ3P9,Speak Now,Never Grow Up,1,8,75,False,0.685,0.32299999999999995,2,-7.103,1,0.0289,0.851,0.0,0.198,0.569,125.058,292920,4
2gVhfX2Gy1T9kDuS9azrF7,evermore,willow,1,1,75,False,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
0y6kdSRCVQhSsHSpWvTUm7,Red,The Last Time (Ft. Gary Lightbody of Snow Patrol),1,10,74,False,0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,94.05,299080,4
0eFQWVz0qIxDOvhLpZ40P7,folklore,the lakes,1,17,74,False,0.313,0.258,2,-11.532,1,0.0383,0.8420000000000001,1.3e-06,0.0948,0.268,179.947,211813,4
0BiqmkasE5FdrChwKfVp8X,Midnights,Bigger Than The Whole Sky,1,15,74,False,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
12nBPF4Rh4XLFJV0YLN7uj,Speak Now,Innocent,1,11,74,False,0.522,0.598,1,-5.327000000000001,0,0.0284,0.101,0.0,0.152,0.149,133.627,301222,4
0v4z1tuZvn6LGknom9Qx7d,Red,Babe,1,24,74,False,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,167.84400000000005,224240,4
1kdWw77ZpYOkhxeuhzU1j6,evermore,it's time to go,1,17,74,False,0.5920000000000001,0.41,0,-12.425999999999998,1,0.0397,0.8009999999999999,1.39e-05,0.09,0.416,151.923,254640,4
4OmFmE0fzcMG6g0Y8p4eSD,Red,Better Man,1,22,74,False,0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,73.942,297013,4
4pNApnaUWAL2J4KO2eqokq,Red,Come Back...Be Here,1,18,74,False,0.46,0.632,4,-6.0310000000000015,1,0.0302,0.0158,0.0,0.0822,0.399,79.846,223333,4
1msEuwSBneBKpVCZQcFTsU,Fearless,Forever & Always,1,11,74,False,0.598,0.821,10,-4.433,1,0.0447,0.0231,0.0,0.14300000000000002,0.6729999999999999,128.03,225328,4
6sQckd3Z8NPxVVKUnavY1F,evermore,'tis the damn season,1,4,74,False,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,229840,4
6lCvK2AR2uOKkVFCVlAzzm,evermore,tolerate it,1,5,74,True,0.316,0.361,9,-10.380999999999998,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
6lzc0Al0zfZOIFsFvBS1ki,Red,State Of Grace,1,1,73,False,0.594,0.713,9,-5.314,1,0.0503,0.000328,0.0,0.114,0.328,129.958,295413,4
73qMN9bXy7MSPwwGfH3wQr,Red,Sad Beautiful Tragic,1,12,73,False,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.232,130.059,284773,3
3S7HNKPakdwNEBFIVTL6dZ,Red,Treacherous,1,3,73,False,0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,242720,4
7712gjoih4QoDbXpljEk21,Midnights,Paris,1,16,73,False,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.13699999999999998,0.345,110.947,196259,4
2nqio0SfWg6gh2eCtfuMa5,Fearless,Fifteen,1,2,73,False,0.5589999999999999,0.6459999999999999,7,-4.61,1,0.0272,0.116,0.0,0.32,0.289,95.466,294419,4
05GsNucq8Bngd9fnd4fRa0,Red,Begin Again,1,16,73,False,0.519,0.527,7,-7.672999999999999,1,0.0274,0.075,0.0,0.132,0.267,78.915,238867,4
1SmiQ65iSAbPto6gPFlBYm,Lover,It's Nice To Have A Friend,1,17,73,False,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4
4AYtqFyFbX0Xkc2wtcygTr,Lover,Soon You'll Get Better (Ft. The Chicks),1,12,73,False,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,201587,4
6uwfVkaOM1mcMkFmSn35ix,evermore,"no body, no crime (Ft. HAIM)",1,6,73,False,0.546,0.613,7,-7.588999999999999,0,0.0264,0.418,0.0,0.103,0.535,79.015,215627,4
5YL553x8sHderRBDlm3NM3,Fearless,White Horse,1,5,73,False,0.423,0.517,0,-7.377000000000002,1,0.0486,0.369,0.0,0.177,0.366,185.262,234516,4
3Dby3p1m6IOZn2gIIqECgK,evermore,gold rush,1,3,73,True,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,185320,4
2r9CbjYgFhtAmcFv1cSquB,Red,I Almost Do,1,7,72,False,0.511,0.5589999999999999,4,-6.5870000000000015,1,0.0264,0.0167,0.0,0.113,0.248,145.88,244587,4
32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,Picture To Burn,1,2,72,False,0.6579999999999999,0.877,7,-2.0980000000000003,1,0.0323,0.173,0.0,0.0962,0.821,105.586,173067,4
2QDyYdZyhlP2fp79KZX8Bi,folklore,mad woman,1,12,72,True,0.5920000000000001,0.6990000000000001,3,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,237258,4
550erGcdD9n6PnwxrvYqZT,Fearless,Hey Stephen,1,4,72,False,0.7879999999999999,0.5710000000000001,6,-6.135,1,0.0296,0.106,0.0,0.0934,0.797,115.99,254255,4
4evLyY5Ue1Wesc61t2KXAU,Speak Now,Superman,1,16,72,False,0.5329999999999999,0.742,7,-3.4730000000000003,1,0.0303,0.0031,0.0,0.108,0.35600000000000004,131.93,274945,4
43Ykum9T72UOPhBN31grpN,evermore,ivy,1,10,72,True,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.85600000000002,260440,4
5kiZGSxgqPdv6rbqL9THdd,Midnights,High Infidelity,1,17,72,False,0.6459999999999999,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.86200000000002,231475,4
6Wlq9rqkxrqj5Kls4Kw14H,evermore,evermore (Ft. Bon Iver),1,15,72,False,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,304107,5
7MbT4I8qGntX4fMdqMQgke,folklore,peace,1,15,72,True,0.647,0.272,5,-12.906,1,0.0916,0.918,1.73e-05,0.0918,0.339,150.04399999999995,234000,4
4A2LfnduSTsE8u0ecYROxE,1989,You Are In Love,1,15,72,False,0.474,0.48,2,-8.894,1,0.0622,0.7070000000000001,0.000108,0.0903,0.319,170.109,267107,4
1fo2ctLqj3zBhRQKOXprol,1989,Style,1,3,72,False,0.588,0.7909999999999999,7,-5.595,1,0.0402,0.00245,0.0025800000000000003,0.118,0.487,94.933,231000,4
4IQkfUsrwXol38VV3U7t7T,Red,Run (Ft. Ed Sheeran),1,28,72,False,0.61,0.488,3,-6.917999999999998,1,0.0293,0.8170000000000001,0.0,0.312,0.443,125.039,240227,4
6iWMI5oOhWrDbLbjmwTWFq,1989,Wonderland,1,14,72,False,0.422,0.6920000000000001,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,245560,4
1B5VzXPqMlvRw0U4HJY3dJ,1989,I Wish You Would,1,7,71,False,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,207440,4
55Vf4bimc1Rtfg0PAQRAo2,evermore,happiness,1,7,71,True,0.5589999999999999,0.334,11,-10.733,1,0.0376,0.87,0.0,0.114,0.211,122.079,315147,4
6MWoRt97mnSTXZhu3ggi9C,folklore,hoax,1,16,71,False,0.662,0.181,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,220043,4
3QF5RsWzK1lCvf2o2cY65P,Midnights,Dear Reader,1,20,71,False,0.562,0.388,0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,225194,4
5uICWmZTLkpEVbK22PBP6e,evermore,marjorie,1,13,71,False,0.535,0.561,5,-11.609000000000002,1,0.0484,0.8759999999999999,0.000136,0.115,0.287,96.103,257773,4
5VYWxXUpxuxEmCqMLDqICo,evermore,long story short,1,12,71,False,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,215920,4
6wAFvJPpTZVirBKGZ4EnMW,Midnights,Glitch,1,18,71,False,0.675,0.466,11,-9.738,0,0.201,0.361,0.0,0.11,0.34700000000000003,140.864,148781,4
7eQj6r5PIdYKEIZjucBMcq,Red,Stay Stay Stay,1,9,71,False,0.693,0.6809999999999999,0,-7.039,1,0.025,0.0848,0.0,0.0768,0.6629999999999999,100.02,205787,4
2awNGIJHodfLZSClB3PYhz,evermore,coney island (Ft. The National),1,9,71,False,0.537,0.537,8,-11.265999999999998,1,0.0617,0.8190000000000001,0.000904,0.142,0.292,107.895,275320,4
