comments,duration,event,main_speaker,title,published_date,ratings,views
78,1108,TED2011,Julie Taymor,"Julie Taymor: Spider-Man, The Lion King and life on the creative edge",1375283246,"[{'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 11, 'name': 'Longwinded', 'count': 45}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 23, 'name': 'Jaw-dropping', 'count': 31}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 22, 'name': 'Fascinating', 'count': 76}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 78}, {'id': 10, 'name': 'Inspiring', 'count': 74}, {'id': 2, 'name': 'Confusing', 'count': 20}, {'id': 25, 'name': 'OK', 'count': 45}, {'id': 8, 'name': 'Informative', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 6}]",959460
121,476,TEDxNijmegen,Peter van Manen,Peter van Manen: Better baby care -- thanks to Formula 1,1375369665,"[{'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 10, 'name': 'Inspiring', 'count': 134}, {'id': 9, 'name': 'Ingenious', 'count': 123}, {'id': 24, 'name': 'Persuasive', 'count': 37}, {'id': 8, 'name': 'Informative', 'count': 128}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 22, 'name': 'Fascinating', 'count': 96}, {'id': 25, 'name': 'OK', 'count': 49}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 1, 'name': 'Beautiful', 'count': 22}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 4}]",790591
177,670,TED2013,Beardyman,Beardyman: The polyphonic me,1375455604,"[{'id': 7, 'name': 'Funny', 'count': 140}, {'id': 8, 'name': 'Informative', 'count': 38}, {'id': 22, 'name': 'Fascinating', 'count': 298}, {'id': 23, 'name': 'Jaw-dropping', 'count': 197}, {'id': 10, 'name': 'Inspiring', 'count': 100}, {'id': 1, 'name': 'Beautiful', 'count': 88}, {'id': 9, 'name': 'Ingenious', 'count': 207}, {'id': 24, 'name': 'Persuasive', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 56}]",2067955
390,575,TEDxColbyCollege,Daniel H. Cohen,Daniel H. Cohen: For argument's sake,1375714807,"[{'id': 24, 'name': 'Persuasive', 'count': 208}, {'id': 22, 'name': 'Fascinating', 'count': 103}, {'id': 8, 'name': 'Informative', 'count': 251}, {'id': 21, 'name': 'Unconvincing', 'count': 60}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 25, 'name': 'OK', 'count': 162}, {'id': 10, 'name': 'Inspiring', 'count': 150}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 11, 'name': 'Longwinded', 'count': 34}, {'id': 2, 'name': 'Confusing', 'count': 32}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 3, 'name': 'Courageous', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 17}]",1423637
180,543,TED2013,Jinsop Lee,Jinsop Lee: Design for all 5 senses,1375801702,"[{'id': 21, 'name': 'Unconvincing', 'count': 64}, {'id': 26, 'name': 'Obnoxious', 'count': 78}, {'id': 10, 'name': 'Inspiring', 'count': 273}, {'id': 7, 'name': 'Funny', 'count': 177}, {'id': 22, 'name': 'Fascinating', 'count': 170}, {'id': 24, 'name': 'Persuasive', 'count': 77}, {'id': 9, 'name': 'Ingenious', 'count': 173}, {'id': 1, 'name': 'Beautiful', 'count': 28}, {'id': 8, 'name': 'Informative', 'count': 166}, {'id': 25, 'name': 'OK', 'count': 115}, {'id': 11, 'name': 'Longwinded', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 26}]",1469884
90,490,TED2013,Saki Mafundikwa,Saki Mafundikwa: Ingenuity and elegance in ancient African alphabets,1375889738,"[{'id': 22, 'name': 'Fascinating', 'count': 152}, {'id': 9, 'name': 'Ingenious', 'count': 28}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 1, 'name': 'Beautiful', 'count': 93}, {'id': 8, 'name': 'Informative', 'count': 241}, {'id': 10, 'name': 'Inspiring', 'count': 129}, {'id': 24, 'name': 'Persuasive', 'count': 28}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 46}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",724180
671,857,TED2013,Eleanor Longden,Eleanor Longden: The voices in my head,1375974037,"[{'id': 9, 'name': 'Ingenious', 'count': 119}, {'id': 3, 'name': 'Courageous', 'count': 1481}, {'id': 22, 'name': 'Fascinating', 'count': 742}, {'id': 8, 'name': 'Informative', 'count': 588}, {'id': 10, 'name': 'Inspiring', 'count': 1417}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 23, 'name': 'Jaw-dropping', 'count': 199}, {'id': 1, 'name': 'Beautiful', 'count': 362}, {'id': 25, 'name': 'OK', 'count': 55}, {'id': 24, 'name': 'Persuasive', 'count': 175}, {'id': 7, 'name': 'Funny', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 7}]",4058274
201,1178,TEDxWarwick,Derek Paravicini and Adam Ockelford,Derek Paravicini and Adam Ockelford: In the key of genius,1376060301,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 374}, {'id': 22, 'name': 'Fascinating', 'count': 249}, {'id': 10, 'name': 'Inspiring', 'count': 296}, {'id': 1, 'name': 'Beautiful', 'count': 259}, {'id': 3, 'name': 'Courageous', 'count': 66}, {'id': 9, 'name': 'Ingenious', 'count': 44}, {'id': 8, 'name': 'Informative', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 1}]",1471722
289,878,TEDxDanubia,Margaret Heffernan,Margaret Heffernan: The dangers of willful blindness,1376319512,"[{'id': 3, 'name': 'Courageous', 'count': 413}, {'id': 10, 'name': 'Inspiring', 'count': 742}, {'id': 23, 'name': 'Jaw-dropping', 'count': 84}, {'id': 22, 'name': 'Fascinating', 'count': 155}, {'id': 24, 'name': 'Persuasive', 'count': 383}, {'id': 8, 'name': 'Informative', 'count': 278}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 1, 'name': 'Beautiful', 'count': 74}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 3}]",1537390
157,702,TEDxTokyo,Shigeru Ban,Shigeru Ban: Emergency shelters made from paper,1376406006,"[{'id': 9, 'name': 'Ingenious', 'count': 338}, {'id': 10, 'name': 'Inspiring', 'count': 364}, {'id': 1, 'name': 'Beautiful', 'count': 128}, {'id': 22, 'name': 'Fascinating', 'count': 196}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 8, 'name': 'Informative', 'count': 60}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 24, 'name': 'Persuasive', 'count': 34}, {'id': 7, 'name': 'Funny', 'count': 49}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]",1573440
419,1306,TEDGlobal 2013,Russell Foster,Russell Foster: Why do we sleep?,1376492031,"[{'id': 24, 'name': 'Persuasive', 'count': 964}, {'id': 8, 'name': 'Informative', 'count': 2113}, {'id': 22, 'name': 'Fascinating', 'count': 1134}, {'id': 10, 'name': 'Inspiring', 'count': 472}, {'id': 7, 'name': 'Funny', 'count': 422}, {'id': 1, 'name': 'Beautiful', 'count': 105}, {'id': 21, 'name': 'Unconvincing', 'count': 34}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 9, 'name': 'Ingenious', 'count': 144}, {'id': 11, 'name': 'Longwinded', 'count': 60}, {'id': 25, 'name': 'OK', 'count': 207}, {'id': 23, 'name': 'Jaw-dropping', 'count': 99}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 33}]",6504999
333,925,TEDxBoston,Steve Ramirez and Xu Liu,Steve Ramirez and Xu Liu: A mouse. A laser beam. A manipulated memory.,1376578944,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 188}, {'id': 22, 'name': 'Fascinating', 'count': 269}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 8, 'name': 'Informative', 'count': 166}, {'id': 9, 'name': 'Ingenious', 'count': 157}, {'id': 24, 'name': 'Persuasive', 'count': 24}, {'id': 10, 'name': 'Inspiring', 'count': 70}, {'id': 7, 'name': 'Funny', 'count': 86}, {'id': 25, 'name': 'OK', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 11}]",1044961
186,616,TEDGlobal 2013,May El-Khalil,May El-Khalil: Making peace is a marathon,1376665207,"[{'id': 10, 'name': 'Inspiring', 'count': 358}, {'id': 9, 'name': 'Ingenious', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 111}, {'id': 3, 'name': 'Courageous', 'count': 195}, {'id': 24, 'name': 'Persuasive', 'count': 49}, {'id': 22, 'name': 'Fascinating', 'count': 46}, {'id': 8, 'name': 'Informative', 'count': 36}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 25, 'name': 'OK', 'count': 22}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}]",5182832
202,1037,TED2013,Adam Spencer,Adam Spencer: Why I fell in love with monster prime numbers,1378220866,"[{'id': 7, 'name': 'Funny', 'count': 523}, {'id': 8, 'name': 'Informative', 'count': 284}, {'id': 22, 'name': 'Fascinating', 'count': 502}, {'id': 23, 'name': 'Jaw-dropping', 'count': 100}, {'id': 10, 'name': 'Inspiring', 'count': 339}, {'id': 9, 'name': 'Ingenious', 'count': 117}, {'id': 1, 'name': 'Beautiful', 'count': 124}, {'id': 24, 'name': 'Persuasive', 'count': 56}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 3, 'name': 'Courageous', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 7}]",2014461
693,868,TEDGlobal 2013,Kelly McGonigal,Kelly McGonigal: How to make stress your friend,1378306783,"[{'id': 8, 'name': 'Informative', 'count': 5248}, {'id': 24, 'name': 'Persuasive', 'count': 1994}, {'id': 22, 'name': 'Fascinating', 'count': 3904}, {'id': 9, 'name': 'Ingenious', 'count': 510}, {'id': 10, 'name': 'Inspiring', 'count': 4678}, {'id': 11, 'name': 'Longwinded', 'count': 71}, {'id': 3, 'name': 'Courageous', 'count': 888}, {'id': 23, 'name': 'Jaw-dropping', 'count': 645}, {'id': 1, 'name': 'Beautiful', 'count': 697}, {'id': 7, 'name': 'Funny', 'count': 438}, {'id': 26, 'name': 'Obnoxious', 'count': 56}, {'id': 21, 'name': 'Unconvincing', 'count': 230}, {'id': 25, 'name': 'OK', 'count': 347}, {'id': 2, 'name': 'Confusing', 'count': 68}]",14566463
554,924,TEDGlobal 2013,Chrystia Freeland,Chrystia Freeland: The rise of the new global super-rich,1378393234,"[{'id': 26, 'name': 'Obnoxious', 'count': 87}, {'id': 24, 'name': 'Persuasive', 'count': 409}, {'id': 8, 'name': 'Informative', 'count': 611}, {'id': 22, 'name': 'Fascinating', 'count': 162}, {'id': 25, 'name': 'OK', 'count': 187}, {'id': 21, 'name': 'Unconvincing', 'count': 204}, {'id': 23, 'name': 'Jaw-dropping', 'count': 64}, {'id': 3, 'name': 'Courageous', 'count': 165}, {'id': 10, 'name': 'Inspiring', 'count': 189}, {'id': 11, 'name': 'Longwinded', 'count': 112}, {'id': 2, 'name': 'Confusing', 'count': 38}, {'id': 9, 'name': 'Ingenious', 'count': 27}, {'id': 1, 'name': 'Beautiful', 'count': 24}, {'id': 7, 'name': 'Funny', 'count': 16}]",1909640
257,424,TEDGlobal 2013,Alexa Meade,Alexa Meade: Your body is my canvas,1378480353,"[{'id': 1, 'name': 'Beautiful', 'count': 600}, {'id': 22, 'name': 'Fascinating', 'count': 462}, {'id': 9, 'name': 'Ingenious', 'count': 342}, {'id': 8, 'name': 'Informative', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 142}, {'id': 10, 'name': 'Inspiring', 'count': 356}, {'id': 3, 'name': 'Courageous', 'count': 63}, {'id': 7, 'name': 'Funny', 'count': 50}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 24, 'name': 'Persuasive', 'count': 13}, {'id': 25, 'name': 'OK', 'count': 66}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 9}]",2682427
166,910,TEDGlobal 2013,George Monbiot,"George Monbiot: For more wonder, rewild the world",1378739698,"[{'id': 7, 'name': 'Funny', 'count': 15}, {'id': 8, 'name': 'Informative', 'count': 243}, {'id': 22, 'name': 'Fascinating', 'count': 325}, {'id': 24, 'name': 'Persuasive', 'count': 199}, {'id': 10, 'name': 'Inspiring', 'count': 381}, {'id': 1, 'name': 'Beautiful', 'count': 107}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 36}, {'id': 23, 'name': 'Jaw-dropping', 'count': 63}, {'id': 9, 'name': 'Ingenious', 'count': 42}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 25, 'name': 'OK', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 4}]",887823
68,938,TEDSalon NY2013,Jake Barton,Jake Barton: The museum of you,1378825147,"[{'id': 1, 'name': 'Beautiful', 'count': 145}, {'id': 10, 'name': 'Inspiring', 'count': 125}, {'id': 8, 'name': 'Informative', 'count': 49}, {'id': 9, 'name': 'Ingenious', 'count': 54}, {'id': 22, 'name': 'Fascinating', 'count': 80}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 24, 'name': 'Persuasive', 'count': 6}]",780039
90,944,TEDxSydney,Ron McCallum,Ron McCallum: How technology allowed me to read,1378913248,"[{'id': 10, 'name': 'Inspiring', 'count': 287}, {'id': 3, 'name': 'Courageous', 'count': 79}, {'id': 9, 'name': 'Ingenious', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 67}, {'id': 22, 'name': 'Fascinating', 'count': 86}, {'id': 25, 'name': 'OK', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 125}, {'id': 8, 'name': 'Informative', 'count': 43}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 21, 'name': 'Unconvincing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",682353
98,918,TEDGlobal 2013,Sonia Shah,Sonia Shah: 3 reasons we still haven’t gotten rid of malaria,1378998085,"[{'id': 24, 'name': 'Persuasive', 'count': 142}, {'id': 8, 'name': 'Informative', 'count': 240}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 22, 'name': 'Fascinating', 'count': 43}, {'id': 10, 'name': 'Inspiring', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",1118305
285,527,TEDGlobal 2013,Apollo Robbins,Apollo Robbins: The art of misdirection,1379084559,"[{'id': 24, 'name': 'Persuasive', 'count': 418}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1873}, {'id': 7, 'name': 'Funny', 'count': 1864}, {'id': 9, 'name': 'Ingenious', 'count': 714}, {'id': 1, 'name': 'Beautiful', 'count': 146}, {'id': 22, 'name': 'Fascinating', 'count': 1660}, {'id': 3, 'name': 'Courageous', 'count': 84}, {'id': 25, 'name': 'OK', 'count': 143}, {'id': 8, 'name': 'Informative', 'count': 411}, {'id': 10, 'name': 'Inspiring', 'count': 221}, {'id': 26, 'name': 'Obnoxious', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 79}]",15283242
133,1046,TED2013,James Lyne,James Lyne: Everyday cybercrime -- and what you can do about it,1379344658,"[{'id': 8, 'name': 'Informative', 'count': 812}, {'id': 7, 'name': 'Funny', 'count': 134}, {'id': 26, 'name': 'Obnoxious', 'count': 22}, {'id': 24, 'name': 'Persuasive', 'count': 278}, {'id': 22, 'name': 'Fascinating', 'count': 274}, {'id': 3, 'name': 'Courageous', 'count': 25}, {'id': 25, 'name': 'OK', 'count': 65}, {'id': 23, 'name': 'Jaw-dropping', 'count': 110}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 10, 'name': 'Inspiring', 'count': 97}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 1, 'name': 'Beautiful', 'count': 41}, {'id': 21, 'name': 'Unconvincing', 'count': 6}]",1397126
253,957,TEDGlobal 2013,Marla Spivak,Marla Spivak: Why bees are disappearing,1379429848,"[{'id': 24, 'name': 'Persuasive', 'count': 719}, {'id': 22, 'name': 'Fascinating', 'count': 553}, {'id': 8, 'name': 'Informative', 'count': 1128}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 144}, {'id': 10, 'name': 'Inspiring', 'count': 589}, {'id': 1, 'name': 'Beautiful', 'count': 225}, {'id': 3, 'name': 'Courageous', 'count': 83}, {'id': 25, 'name': 'OK', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 13}, {'id': 9, 'name': 'Ingenious', 'count': 29}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 27}]",2436104
99,475,TED2013,Eric Berlow and Sean Gourley,Eric Berlow and Sean Gourley: Mapping ideas worth spreading,1379516494,"[{'id': 22, 'name': 'Fascinating', 'count': 196}, {'id': 8, 'name': 'Informative', 'count': 165}, {'id': 25, 'name': 'OK', 'count': 34}, {'id': 9, 'name': 'Ingenious', 'count': 155}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 60}, {'id': 10, 'name': 'Inspiring', 'count': 49}, {'id': 1, 'name': 'Beautiful', 'count': 46}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 3, 'name': 'Courageous', 'count': 0}]",1085152
463,542,TEDGlobal 2013,Andras Forgacs,Andras Forgacs: Leather and meat without killing animals,1379602886,"[{'id': 22, 'name': 'Fascinating', 'count': 511}, {'id': 9, 'name': 'Ingenious', 'count': 473}, {'id': 8, 'name': 'Informative', 'count': 334}, {'id': 23, 'name': 'Jaw-dropping', 'count': 200}, {'id': 24, 'name': 'Persuasive', 'count': 297}, {'id': 3, 'name': 'Courageous', 'count': 59}, {'id': 10, 'name': 'Inspiring', 'count': 396}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 1, 'name': 'Beautiful', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 12}]",1151214
253,1085,TEDGlobal 2013,Benjamin Barber,Benjamin Barber: Why mayors should rule the world,1379689237,"[{'id': 7, 'name': 'Funny', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 98}, {'id': 24, 'name': 'Persuasive', 'count': 157}, {'id': 10, 'name': 'Inspiring', 'count': 153}, {'id': 8, 'name': 'Informative', 'count': 81}, {'id': 11, 'name': 'Longwinded', 'count': 45}, {'id': 25, 'name': 'OK', 'count': 35}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 22, 'name': 'Fascinating', 'count': 58}, {'id': 26, 'name': 'Obnoxious', 'count': 19}, {'id': 9, 'name': 'Ingenious', 'count': 68}, {'id': 23, 'name': 'Jaw-dropping', 'count': 20}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 1, 'name': 'Beautiful', 'count': 6}]",719821
520,1056,TEDGlobal 2013,Elizabeth Loftus,Elizabeth Loftus: How reliable is your memory?,1379948415,"[{'id': 22, 'name': 'Fascinating', 'count': 1199}, {'id': 23, 'name': 'Jaw-dropping', 'count': 289}, {'id': 8, 'name': 'Informative', 'count': 1369}, {'id': 3, 'name': 'Courageous', 'count': 382}, {'id': 25, 'name': 'OK', 'count': 145}, {'id': 24, 'name': 'Persuasive', 'count': 552}, {'id': 10, 'name': 'Inspiring', 'count': 273}, {'id': 9, 'name': 'Ingenious', 'count': 99}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 21, 'name': 'Unconvincing', 'count': 46}, {'id': 1, 'name': 'Beautiful', 'count': 34}, {'id': 26, 'name': 'Obnoxious', 'count': 46}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 7, 'name': 'Funny', 'count': 32}]",3338820
193,1113,TED2013,Stuart Firestein,Stuart Firestein: The pursuit of ignorance,1380035036,"[{'id': 24, 'name': 'Persuasive', 'count': 347}, {'id': 8, 'name': 'Informative', 'count': 329}, {'id': 7, 'name': 'Funny', 'count': 179}, {'id': 9, 'name': 'Ingenious', 'count': 154}, {'id': 10, 'name': 'Inspiring', 'count': 514}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 22, 'name': 'Fascinating', 'count': 258}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 1, 'name': 'Beautiful', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 46}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 6}]",1836382
127,590,TEDxHousesOfParliament,Onora O'Neill,Onora O'Neill: What we don't understand about trust,1380121621,"[{'id': 24, 'name': 'Persuasive', 'count': 270}, {'id': 25, 'name': 'OK', 'count': 171}, {'id': 8, 'name': 'Informative', 'count': 241}, {'id': 22, 'name': 'Fascinating', 'count': 68}, {'id': 10, 'name': 'Inspiring', 'count': 187}, {'id': 11, 'name': 'Longwinded', 'count': 59}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 1, 'name': 'Beautiful', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 2}]",1469734
313,1120,TED2013,James Flynn,James Flynn: Why our IQ levels are higher than our grandparents',1380208246,"[{'id': 24, 'name': 'Persuasive', 'count': 273}, {'id': 8, 'name': 'Informative', 'count': 660}, {'id': 22, 'name': 'Fascinating', 'count': 470}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 10, 'name': 'Inspiring', 'count': 199}, {'id': 23, 'name': 'Jaw-dropping', 'count': 59}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 25, 'name': 'OK', 'count': 64}, {'id': 9, 'name': 'Ingenious', 'count': 118}, {'id': 11, 'name': 'Longwinded', 'count': 60}, {'id': 7, 'name': 'Funny', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 33}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 13}]",2991225
565,660,TEDxKids@Ambleside,Kevin Breel,Kevin Breel: Confessions of a depressed comic,1380294807,"[{'id': 3, 'name': 'Courageous', 'count': 2309}, {'id': 2, 'name': 'Confusing', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 62}, {'id': 1, 'name': 'Beautiful', 'count': 740}, {'id': 10, 'name': 'Inspiring', 'count': 1455}, {'id': 24, 'name': 'Persuasive', 'count': 364}, {'id': 23, 'name': 'Jaw-dropping', 'count': 122}, {'id': 8, 'name': 'Informative', 'count': 535}, {'id': 9, 'name': 'Ingenious', 'count': 32}, {'id': 25, 'name': 'OK', 'count': 110}, {'id': 22, 'name': 'Fascinating', 'count': 124}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 5}]",2954036
